,Respondent,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith
33055,19889,"Google Suite (Docs, Meet, etc)",
33060,19889,Stack Overflow for Teams,
33065,19895,Github,Github
33066,19895,,Gitlab
33067,19895,,"Google Suite (Docs, Meet, etc)"
33068,19895,,Jira
33069,19895,,Microsoft Teams
33070,19895,,Slack
33071,19895,,Stack Overflow for Teams
33072,19895,,Trello
33073,19895,Gitlab,
33081,19895,Slack,
33089,19895,Microsoft Teams,
33097,19895,Microsoft Azure,
33105,19895,"Google Suite (Docs, Meet, etc)",
33113,19895,Stack Overflow for Teams,
33121,19901,Jira,Github
33122,19901,,"Google Suite (Docs, Meet, etc)"
33123,19901,,Jira
33124,19901,,Slack
33125,19901,Github,
33129,19901,Slack,
33133,19901,"Google Suite (Docs, Meet, etc)",
33137,19903,Github,Confluence
33138,19903,,Github
33139,19903,,"Google Suite (Docs, Meet, etc)"
33140,19903,,Jira
33141,19903,,Microsoft Teams
33142,19903,,Slack
33143,19903,Slack,
33149,19903,"Google Suite (Docs, Meet, etc)",
33155,19925,Jira,Confluence
33156,19925,,Github
33157,19925,,Gitlab
33158,19925,,"Google Suite (Docs, Meet, etc)"
33159,19925,,Jira
33160,19925,,Slack
33161,19925,Gitlab,
33167,19925,Slack,
33173,19925,"Google Suite (Docs, Meet, etc)",
33179,19939,Jira,Github
33180,19939,,Jira
33181,19939,,Slack
33182,19939,,Trello
33183,19939,Github,
33187,19939,Slack,
33191,19941,Github,Github
33192,19941,,"Google Suite (Docs, Meet, etc)"
33193,19941,,Microsoft Teams
33194,19941,,Slack
33195,19941,,Trello
33196,19941,Slack,
33201,19941,"Google Suite (Docs, Meet, etc)",
33206,19944,Microsoft Teams,Github
33207,19944,,"Google Suite (Docs, Meet, etc)"
33208,19944,,Microsoft Azure
33209,19944,,Microsoft Teams
33210,19944,,Slack
33211,19944,,Trello
33212,19944,Microsoft Azure,
33218,19954,Confluence,Confluence
33219,19954,,Github
33220,19954,,"Google Suite (Docs, Meet, etc)"
33221,19954,,Jira
33222,19954,,Microsoft Azure
33223,19954,,Microsoft Teams
33224,19954,Jira,
33230,19954,Github,
33236,19954,Microsoft Teams,
33242,19954,Microsoft Azure,
33248,19954,"Google Suite (Docs, Meet, etc)",
33254,19954,Stack Overflow for Teams,
33260,19965,Gitlab,Github
33261,19965,,Gitlab
33262,19965,,Jira
33263,19965,,Slack
33264,19965,,Trello
33265,19965,Slack,
33270,19965,Trello,
33275,19995,Github,Github
33276,19995,,"Google Suite (Docs, Meet, etc)"
33277,19995,,Microsoft Teams
33278,19995,Microsoft Teams,
33281,19995,Trello,
33284,19995,"Google Suite (Docs, Meet, etc)",
33287,20029,Confluence,Confluence
33288,20029,,Github
33289,20029,,Jira
33290,20029,,Microsoft Teams
33291,20029,,Slack
33292,20029,Github,
33297,20029,Slack,
33302,20064,Github,Github
33303,20064,,Gitlab
33304,20064,,"Google Suite (Docs, Meet, etc)"
33305,20064,,Microsoft Azure
33306,20064,,Microsoft Teams
33307,20064,,Slack
33308,20064,Gitlab,
33314,20064,Slack,
33320,20064,"Google Suite (Docs, Meet, etc)",
33326,20069,Jira,Confluence
33327,20069,,Github
33328,20069,,Jira
33329,20069,,Microsoft Teams
33330,20069,,Slack
33331,20069,,Trello
33332,20069,Github,
33338,20069,Slack,
33344,20069,Microsoft Teams,
33350,20069,Trello,
33356,20081,Github,Confluence
33357,20081,,Github
33358,20081,,Gitlab
33359,20081,,Jira
33360,20081,,Slack
33361,20081,Slack,
33366,20083,Github,Github
33367,20083,,"Google Suite (Docs, Meet, etc)"
33368,20083,,Jira
33369,20083,,Microsoft Teams
33370,20083,,Slack
33371,20083,,Trello
33372,20083,Gitlab,
33378,20083,Microsoft Azure,
33384,20083,Trello,
33390,20083,"Google Suite (Docs, Meet, etc)",
33396,20083,Stack Overflow for Teams,
33402,20086,Confluence,Confluence
33403,20086,,Github
33404,20086,,"Google Suite (Docs, Meet, etc)"
33405,20086,,Jira
33406,20086,,Slack
33407,20086,Jira,
33412,20086,Github,
33417,20086,Slack,
33422,20086,"Google Suite (Docs, Meet, etc)",
33427,20111,Github,Github
33428,20111,,Slack
33429,20111,Slack,
33431,20111,Microsoft Teams,
33433,20121,Confluence,Confluence
33434,20121,,Github
33435,20121,Github,
33437,20121,Microsoft Azure,
33439,20124,Github,Confluence
33440,20124,,Github
33441,20124,,Gitlab
33442,20124,,"Google Suite (Docs, Meet, etc)"
33443,20124,,Jira
33444,20124,Gitlab,
33449,20124,Slack,
33454,20124,Microsoft Teams,
33459,20124,Microsoft Azure,
33464,20148,Confluence,Confluence
33465,20148,,Github
33466,20148,,Jira
33467,20148,Jira,
33470,20148,Github,
33473,20157,Confluence,Confluence
33474,20157,,Github
33475,20157,,"Google Suite (Docs, Meet, etc)"
33476,20157,,Jira
33477,20157,,Slack
33478,20157,Jira,
33483,20157,Github,
33488,20157,Slack,
33493,20157,"Google Suite (Docs, Meet, etc)",
33498,20163,Confluence,Confluence
33499,20163,,Github
33500,20163,,Gitlab
33501,20163,,Jira
33502,20163,Jira,
33506,20163,Github,
33510,20163,Gitlab,
33514,20167,Confluence,Confluence
33515,20167,,Github
33516,20167,,Gitlab
33517,20167,,"Google Suite (Docs, Meet, etc)"
33518,20167,,Jira
33519,20167,,Microsoft Azure
33520,20167,,Microsoft Teams
33521,20167,,Slack
33522,20167,Jira,
33530,20167,Github,
33538,20167,Gitlab,
33546,20167,Facebook Workplace,
33554,20167,Slack,
33562,20167,Microsoft Teams,
33570,20167,Microsoft Azure,
33578,20167,Trello,
33586,20167,"Google Suite (Docs, Meet, etc)",
33594,20167,Stack Overflow for Teams,
33602,20173,Jira,Confluence
33603,20173,,Facebook Workplace
33604,20173,,"Google Suite (Docs, Meet, etc)"
33605,20173,,Jira
33606,20173,,Slack
33607,20173,Gitlab,
33612,20173,Slack,
33617,20173,Microsoft Azure,
33622,20173,"Google Suite (Docs, Meet, etc)",
33627,20177,Jira,"Google Suite (Docs, Meet, etc)"
33628,20177,,Jira
33629,20177,,Slack
33630,20177,,Trello
33631,20177,Github,
33635,20177,Slack,
33639,20177,Trello,
33643,20177,"Google Suite (Docs, Meet, etc)",
33647,20187,Github,Github
33648,20187,,Gitlab
33649,20187,,Microsoft Azure
33650,20187,Gitlab,
33653,20187,Microsoft Teams,
33656,20187,Microsoft Azure,
33659,20216,Microsoft Teams,Microsoft Azure
33660,20216,,Microsoft Teams
33661,20216,Microsoft Azure,
33663,20220,Confluence,Confluence
33664,20220,,Github
33665,20220,,Gitlab
33666,20220,,"Google Suite (Docs, Meet, etc)"
33667,20220,,Jira
33668,20220,,Slack
33669,20220,,Trello
33670,20220,Jira,
33677,20220,Github,
33684,20220,Gitlab,
33691,20220,Slack,
33698,20223,Github,Github
33699,20223,,"Google Suite (Docs, Meet, etc)"
33700,20223,,Slack
33701,20223,Slack,
33704,20223,"Google Suite (Docs, Meet, etc)",
33707,20227,Github,Confluence
33708,20227,,Github
33709,20227,,"Google Suite (Docs, Meet, etc)"
33710,20227,,Jira
33711,20227,,Slack
33712,20227,,Trello
33713,20227,Trello,
33719,20227,"Google Suite (Docs, Meet, etc)",
33725,20282,Microsoft Teams,Microsoft Teams
33726,20284,Github,Confluence
33727,20284,,Github
33728,20284,,Gitlab
33729,20284,,"Google Suite (Docs, Meet, etc)"
33730,20284,,Jira
33731,20284,,Slack
33732,20284,,Stack Overflow for Teams
33733,20284,,Trello
33734,20284,Slack,
33742,20297,Github,Github
33743,20297,,Microsoft Azure
33744,20297,,Microsoft Teams
33745,20297,Microsoft Teams,
33748,20297,Microsoft Azure,
33751,20330,Github,Github
33752,20330,,"Google Suite (Docs, Meet, etc)"
33753,20330,,Slack
33754,20330,Slack,
33757,20330,"Google Suite (Docs, Meet, etc)",
33760,20396,Gitlab,Github
33761,20396,,"Google Suite (Docs, Meet, etc)"
33762,20396,,Slack
33763,20396,Slack,
33766,20396,"Google Suite (Docs, Meet, etc)",
33769,20407,Github,Github
33770,20407,,"Google Suite (Docs, Meet, etc)"
33771,20407,,Slack
33772,20414,Jira,Confluence
33773,20414,,Gitlab
33774,20414,,"Google Suite (Docs, Meet, etc)"
33775,20414,,Slack
33776,20414,,Trello
33777,20414,Slack,
33782,20414,Trello,
33787,20446,Github,Github
33788,20446,,"Google Suite (Docs, Meet, etc)"
33789,20446,,Jira
33790,20446,,Microsoft Azure
33791,20446,,Microsoft Teams
33792,20446,,Slack
33793,20446,,Trello
33794,20446,Gitlab,
33801,20486,Github,Github
33802,20486,,Gitlab
33803,20486,,Slack
33804,20486,,Trello
33805,20486,Slack,
33809,20486,Trello,
33813,20515,Stack Overflow for Teams,Github
33814,20515,,"Google Suite (Docs, Meet, etc)"
33815,20515,,Jira
33816,20515,,Slack
33817,20515,,Trello
33818,20525,Jira,Github
33819,20525,,"Google Suite (Docs, Meet, etc)"
33820,20525,,Jira
33821,20525,,Slack
33822,20525,Github,
33826,20525,Slack,
33830,20525,"Google Suite (Docs, Meet, etc)",
33834,20530,Github,Confluence
33835,20530,,Github
33836,20530,,Gitlab
33837,20530,,"Google Suite (Docs, Meet, etc)"
33838,20530,,Jira
33839,20530,,Microsoft Azure
33840,20530,,Slack
33841,20530,,Trello
33842,20530,Gitlab,
33850,20530,Microsoft Azure,
33858,20530,Trello,
33866,20530,"Google Suite (Docs, Meet, etc)",
33874,20551,Jira,Github
33875,20551,,"Google Suite (Docs, Meet, etc)"
33876,20551,,Microsoft Azure
33877,20551,,Trello
33878,20551,Github,
33882,20551,Microsoft Azure,
33886,20551,Trello,
33890,20551,"Google Suite (Docs, Meet, etc)",
33894,20565,Confluence,Confluence
33895,20565,,Github
33896,20565,,Gitlab
33897,20565,,Jira
33898,20565,,Slack
33899,20565,Jira,
33904,20565,Github,
33909,20565,Slack,
33914,20587,Github,Confluence
33915,20587,,Github
33916,20587,,"Google Suite (Docs, Meet, etc)"
33917,20587,,Jira
33918,20587,,Microsoft Azure
33919,20587,,Slack
33920,20587,,Trello
33921,20587,Gitlab,
33928,20587,Slack,
33935,20587,Microsoft Azure,
33942,20587,Trello,
33949,20587,"Google Suite (Docs, Meet, etc)",
33956,20616,Confluence,Confluence
33957,20616,,Github
33958,20616,,Gitlab
33959,20616,,"Google Suite (Docs, Meet, etc)"
33960,20616,,Jira
33961,20616,,Slack
33962,20616,,Stack Overflow for Teams
33963,20616,Jira,
33970,20616,Github,
33977,20616,Gitlab,
33984,20616,Slack,
33991,20616,"Google Suite (Docs, Meet, etc)",
33998,20616,Stack Overflow for Teams,
34005,20644,Github,Confluence
34006,20644,,Github
34007,20644,,"Google Suite (Docs, Meet, etc)"
34008,20644,,Jira
34009,20644,,Slack
34010,20644,,Trello
34011,20644,Slack,
34017,20644,"Google Suite (Docs, Meet, etc)",
34023,20646,Jira,Github
34024,20646,,Gitlab
34025,20646,,Jira
34026,20646,,Microsoft Azure
34027,20646,,Microsoft Teams
34028,20646,,Slack
34029,20646,,Trello
34030,20646,Github,
34037,20646,Gitlab,
34044,20646,Slack,
34051,20646,Stack Overflow for Teams,
34058,20659,Stack Overflow for Teams,Github
34059,20659,,Slack
34060,20675,Jira,Jira
34061,20675,,Microsoft Azure
34062,20675,,Slack
34063,20675,Slack,
34066,20675,Microsoft Azure,
34069,20699,Jira,Facebook Workplace
34070,20699,,Github
34071,20699,,Gitlab
34072,20699,,Jira
34073,20699,,Slack
34074,20699,,Trello
34075,20699,Github,
34081,20699,Gitlab,
34087,20699,Facebook Workplace,
34093,20699,Trello,
34099,20712,Confluence,Confluence
34100,20712,,Github
34101,20712,,Gitlab
34102,20712,,Jira
34103,20712,,Slack
34104,20712,,Trello
34105,20712,Jira,
34111,20712,Github,
34117,20712,Slack,
34123,20716,Slack,"Google Suite (Docs, Meet, etc)"
34124,20716,,Microsoft Azure
34125,20716,,Slack
34126,20716,Microsoft Azure,
34129,20716,"Google Suite (Docs, Meet, etc)",
34132,20722,Confluence,Confluence
34133,20722,,Jira
34134,20722,,Microsoft Teams
34135,20722,Jira,
34138,20722,Microsoft Teams,
34141,20742,Github,Github
34142,20742,,Gitlab
34143,20742,,Microsoft Teams
34144,20742,,Slack
34145,20742,,Trello
34146,20742,Gitlab,
34151,20742,Slack,
34156,20742,Trello,
34161,20755,Microsoft Azure,Microsoft Azure
34162,20755,,Microsoft Teams
34163,20767,Github,Confluence
34164,20767,,Github
34165,20767,,Gitlab
34166,20767,,"Google Suite (Docs, Meet, etc)"
34167,20767,,Jira
34168,20767,,Slack
34169,20767,,Trello
34170,20767,Gitlab,
34177,20767,"Google Suite (Docs, Meet, etc)",
34184,20780,Jira,Github
34185,20780,,"Google Suite (Docs, Meet, etc)"
34186,20780,,Microsoft Azure
34187,20780,,Slack
34188,20780,,Trello
34189,20780,Github,
34194,20780,Gitlab,
34199,20780,Slack,
34204,20780,Microsoft Azure,
34209,20780,Trello,
34214,20780,"Google Suite (Docs, Meet, etc)",
34219,20782,Confluence,Jira
34220,20782,,Microsoft Teams
34221,20782,,Trello
34222,20782,Jira,
34225,20782,Microsoft Teams,
34228,20782,Trello,
34231,20789,Github,Github
34232,20789,,"Google Suite (Docs, Meet, etc)"
34233,20789,,Slack
34234,20789,Slack,
34237,20789,"Google Suite (Docs, Meet, etc)",
34240,20868,Github,Confluence
34241,20868,,Github
34242,20868,,Gitlab
34243,20868,,"Google Suite (Docs, Meet, etc)"
34244,20868,,Jira
34245,20868,,Slack
34246,20868,,Trello
34247,20868,Gitlab,
34254,20868,Slack,
34261,20868,"Google Suite (Docs, Meet, etc)",
34268,20868,Stack Overflow for Teams,
34275,20880,Microsoft Azure,Microsoft Azure
34276,20885,Github,Confluence
34277,20885,,Github
34278,20885,,"Google Suite (Docs, Meet, etc)"
34279,20885,,Jira
34280,20885,,Slack
34281,20885,,Trello
34282,20885,Slack,
34288,20885,"Google Suite (Docs, Meet, etc)",
34294,20896,Github,Confluence
34295,20896,,Facebook Workplace
34296,20896,,Github
34297,20896,,"Google Suite (Docs, Meet, etc)"
34298,20896,,Jira
34299,20896,,Slack
34300,20896,Slack,
34306,20896,Microsoft Teams,
34312,20896,Stack Overflow for Teams,
34318,20899,Jira,Github
34319,20899,,Jira
34320,20899,,Microsoft Azure
34321,20899,,Microsoft Teams
34322,20899,Github,
34326,20899,Microsoft Teams,
34330,20899,Microsoft Azure,
34334,20923,Github,Github
34335,20923,,Gitlab
34336,20923,,"Google Suite (Docs, Meet, etc)"
34337,20923,,Trello
34338,20923,Gitlab,
34342,20923,"Google Suite (Docs, Meet, etc)",
34346,20923,Stack Overflow for Teams,
34350,20933,Github,Github
34351,20933,,"Google Suite (Docs, Meet, etc)"
34352,20933,,Slack
34353,20933,Slack,
34356,20933,"Google Suite (Docs, Meet, etc)",
34359,20942,Github,Github
34360,20942,,Microsoft Azure
34361,20942,Slack,
34363,20942,Microsoft Azure,
34365,20945,Confluence,Confluence
34366,20945,,Github
34367,20945,,"Google Suite (Docs, Meet, etc)"
34368,20945,Github,
34371,20945,"Google Suite (Docs, Meet, etc)",
34374,20952,Confluence,Confluence
34375,20952,,Github
34376,20952,,Jira
34377,20952,,Slack
34378,20952,Jira,
34382,20952,Github,
34386,20952,Slack,
34390,20952,Microsoft Azure,
34394,20960,Github,Github
34395,20960,,Gitlab
34396,20960,,Microsoft Azure
34397,20960,,Microsoft Teams
34398,20960,,Trello
34399,20960,Gitlab,
34404,20990,Confluence,Confluence
34405,20990,,Github
34406,20990,,"Google Suite (Docs, Meet, etc)"
34407,20990,,Jira
34408,20990,,Slack
34409,20990,Jira,
34414,20990,Github,
34419,20990,Slack,
34424,20992,Github,Github
34425,20992,,Gitlab
34426,20992,,"Google Suite (Docs, Meet, etc)"
34427,20992,,Trello
34428,20992,Trello,
34432,20992,"Google Suite (Docs, Meet, etc)",
34436,21002,Github,Github
34437,21002,,Microsoft Teams
34438,21008,Github,Github
34439,21008,,Gitlab
34440,21008,,Slack
34441,21008,,Stack Overflow for Teams
34442,21008,,Trello
34443,21008,Gitlab,
34448,21008,Slack,
34453,21008,Trello,
34458,21008,Stack Overflow for Teams,
34463,21010,Github,Github
34464,21010,,Gitlab
34465,21010,,"Google Suite (Docs, Meet, etc)"
34466,21010,,Jira
34467,21010,,Microsoft Teams
34468,21010,Gitlab,
34473,21010,Microsoft Teams,
34478,21022,Jira,Github
34479,21022,,Jira
34480,21022,,Microsoft Azure
34481,21022,,Microsoft Teams
34482,21022,Github,
34486,21022,Microsoft Teams,
34490,21022,Microsoft Azure,
34494,21031,Github,Github
34495,21031,,"Google Suite (Docs, Meet, etc)"
34496,21031,,Microsoft Azure
34497,21031,,Microsoft Teams
34498,21031,,Slack
34499,21031,Slack,
34504,21031,Microsoft Teams,
34509,21031,Microsoft Azure,
34514,21031,"Google Suite (Docs, Meet, etc)",
34519,21042,Github,Confluence
34520,21042,,Github
34521,21042,,Jira
34522,21042,,Microsoft Azure
34523,21042,,Microsoft Teams
34524,21042,,Slack
34525,21042,Microsoft Azure,
34531,21043,Github,Github
34532,21043,,Slack
34533,21043,Gitlab,
34535,21043,Slack,
34537,21043,Microsoft Teams,
34539,21043,Stack Overflow for Teams,
34541,21047,Github,Github
34542,21047,,Microsoft Teams
34543,21047,,Trello
34544,21047,Trello,
34547,21064,Github,Github
34548,21064,,Microsoft Teams
34549,21064,,Slack
34550,21064,Microsoft Teams,
34553,21064,Microsoft Azure,
34556,21079,Github,Github
34557,21079,,"Google Suite (Docs, Meet, etc)"
34558,21079,,Microsoft Azure
34559,21079,,Slack
34560,21079,"Google Suite (Docs, Meet, etc)",
34564,21083,Confluence,Confluence
34565,21083,,"Google Suite (Docs, Meet, etc)"
34566,21083,,Jira
34567,21083,,Microsoft Azure
34568,21083,,Slack
34569,21083,,Trello
34570,21083,Jira,
34576,21083,Slack,
34582,21083,"Google Suite (Docs, Meet, etc)",
34588,21085,Github,Github
34589,21085,,Microsoft Azure
34590,21085,,Microsoft Teams
34591,21085,Microsoft Teams,
34594,21085,Microsoft Azure,
34597,21088,Confluence,Confluence
34598,21088,,Github
34599,21088,,Microsoft Azure
34600,21088,,Microsoft Teams
34601,21088,,Slack
34602,21088,,Trello
34603,21088,Github,
34609,21088,Microsoft Teams,
34615,21088,Microsoft Azure,
34621,21089,Github,Confluence
34622,21089,,Github
34623,21089,,Jira
34624,21089,,Microsoft Teams
34625,21089,,Slack
34626,21089,Gitlab,
34631,21096,Microsoft Teams,Microsoft Azure
34632,21096,,Microsoft Teams
34633,21096,Microsoft Azure,
34635,21097,Github,Github
34636,21097,,Gitlab
34637,21097,,Microsoft Teams
34638,21097,Gitlab,
34641,21097,Microsoft Teams,
34644,21097,Microsoft Azure,
34647,21135,Confluence,Confluence
34648,21135,,Github
34649,21135,,Gitlab
34650,21135,,"Google Suite (Docs, Meet, etc)"
34651,21135,,Jira
34652,21135,,Microsoft Teams
34653,21135,,Slack
34654,21135,,Trello
34655,21135,Jira,
34663,21135,Github,
34671,21135,Gitlab,
34679,21135,Facebook Workplace,
34687,21135,Slack,
34695,21135,Microsoft Teams,
34703,21135,Microsoft Azure,
34711,21135,Trello,
34719,21135,"Google Suite (Docs, Meet, etc)",
34727,21135,Stack Overflow for Teams,
34735,21140,Confluence,Confluence
34736,21140,,Github
34737,21140,,Microsoft Azure
34738,21140,,Microsoft Teams
34739,21140,Github,
34743,21140,Microsoft Teams,
34747,21140,Microsoft Azure,
34751,21164,Confluence,Confluence
34752,21164,,Facebook Workplace
34753,21164,,Github
34754,21164,,Jira
34755,21164,,Slack
34756,21164,Jira,
34761,21164,Github,
34766,21164,Gitlab,
34771,21164,Slack,
34776,21164,Microsoft Azure,
34781,21164,"Google Suite (Docs, Meet, etc)",
34786,21168,Slack,Confluence
34787,21168,,Jira
34788,21168,,Microsoft Azure
34789,21168,,Slack
34790,21172,Confluence,Gitlab
34791,21172,,"Google Suite (Docs, Meet, etc)"
34792,21172,,Slack
34793,21172,Jira,
34796,21172,Gitlab,
34799,21172,Slack,
34802,21172,Trello,
34805,21172,"Google Suite (Docs, Meet, etc)",
34808,21180,Github,Github
34809,21180,,Gitlab
34810,21180,,"Google Suite (Docs, Meet, etc)"
34811,21180,,Microsoft Teams
34812,21180,,Slack
34813,21180,,Trello
34814,21180,Gitlab,
34820,21180,Slack,
34826,21180,Trello,
34832,21180,"Google Suite (Docs, Meet, etc)",
34838,21185,Confluence,Confluence
34839,21185,,Github
34840,21185,,Gitlab
34841,21185,,Jira
34842,21185,,Slack
34843,21185,Jira,
34848,21185,Github,
34853,21185,Gitlab,
34858,21185,Slack,
34863,21186,Confluence,Confluence
34864,21186,,Github
34865,21186,,Jira
34866,21186,,Microsoft Azure
34867,21186,,Slack
34868,21186,Jira,
34873,21186,Github,
34878,21186,Slack,
34883,21186,Microsoft Azure,
34888,21188,Confluence,Confluence
34889,21188,,Facebook Workplace
34890,21188,,Github
34891,21188,,Gitlab
34892,21188,,"Google Suite (Docs, Meet, etc)"
34893,21188,,Jira
34894,21188,,Microsoft Teams
34895,21188,,Slack
34896,21188,,Trello
34897,21188,Jira,
34906,21188,Github,
34915,21188,Gitlab,
34924,21188,Slack,
34933,21193,Jira,Github
34934,21193,,"Google Suite (Docs, Meet, etc)"
34935,21193,,Jira
34936,21193,Github,
34939,21193,Gitlab,
34942,21193,"Google Suite (Docs, Meet, etc)",
34945,21227,Microsoft Teams,Microsoft Azure
34946,21227,,Microsoft Teams
34947,21227,Microsoft Azure,
34949,21264,Confluence,Confluence
34950,21264,,Github
34951,21264,,"Google Suite (Docs, Meet, etc)"
34952,21264,,Jira
34953,21264,,Microsoft Teams
34954,21264,,Slack
34955,21264,,Trello
34956,21264,Jira,
34963,21264,Github,
34970,21264,Slack,
34977,21264,Microsoft Teams,
34984,21264,Trello,
34991,21264,"Google Suite (Docs, Meet, etc)",
34998,21270,Slack,Confluence
34999,21270,,Github
35000,21270,,Gitlab
35001,21270,,"Google Suite (Docs, Meet, etc)"
35002,21270,,Jira
35003,21270,,Microsoft Azure
35004,21270,,Slack
35005,21270,,Trello
35006,21270,Microsoft Azure,
